id;points;value;round
207;2;21;10
528;0;22;0
67;0;17;20
153;0;20;14
4;0;8;12
240;3;18;15
339;1;20;18
67;0;17;7
629;1;17;15
642;2;15;5
661;2;17;16
520;2;10;8
757;0;6;18
728;0;15;15
388;3;22;12
273;3;19;17
614;2;16;20
119;2;20;1
196;7;18;13
691;4;18;8
614;0;17;10
27;0;17;14
546;0;5;3
546;0;5;10
164;7;15;19
384;0;18;18
672;4;18;8
689;2;19;4
145;7;24;3
448;0;16;6
581;0;8;8
70;3;16;20
392;0;15;15
391;3;19;3
412;4;19;13
343;0;8;8
45;3;17;1
651;0;5;3
612;0;20;4
632;0;5;2
617;2;16;19
556;0;7;14
628;0;6;12
577;0;17;20
269;1;19;7
217;0;20;1
68;7;18;10
275;1;5;4
522;6;19;18
701;3;18;11
633;1;18;4
729;0;15;16
406;0;17;4
133;7;26;11
68;2;17;19
293;0;19;18
279;3;18;19
259;0;17;0
157;13;26;8
334;1;19;8
395;0;17;20
776;2;5;18
180;0;15;2
444;0;18;11
756;0;14;16
217;0;20;3
727;0;17;18
426;1;17;18
258;0;21;10
698;2;21;17
689;7;18;14
61;0;5;11
706;2;15;18
260;0;15;15
270;4;24;8
67;0;17;16
426;0;17;7
675;0;20;18
169;2;23;12
207;0;21;8
718;0;18;19
90;1;20;11
501;3;16;13
110;3;20;2
341;0;17;19
574;0;5;6
354;1;16;10
592;2;5;4
95;0;16;10
529;7;20;12
393;0;21;5
178;0;5;18
681;7;18;11
311;0;16;15
533;4;20;11
710;0;5;12
618;0;9;7
215;0;15;5
730;0;19;13
700;2;23;11
191;0;17;15
308;0;16;16
574;0;5;0
144;9;18;2
431;-1;17;6
676;-2;23;13
300;0;10;16
549;0;20;12
234;0;19;16
664;1;10;2
711;0;5;1
726;0;17;12
522;0;20;8
741;0;30;1
751;2;16;17
47;1;16;18
99;0;13;10
68;3;18;6
555;2;19;8
119;5;20;8
566;0;18;11
196;0;19;17
503;4;16;13
758;7;19;19
619;0;20;8
336;0;15;6
425;0;15;14
64;0;5;5
505;2;18;19
700;12;23;12
405;0;7;20
243;7;16;12
233;2;19;10
737;0;18;5
717;0;16;0
150;9;26;11
365;0;22;5
243;4;16;18
61;0;5;2
527;0;18;19
99;0;13;19
617;0;16;8
144;1;18;9
341;0;17;20
603;0;7;8
627;0;14;18
400;2;18;16
542;0;6;19
187;3;19;18
492;0;14;1
238;2;16;4
614;1;17;5
570;0;5;16
746;4;18;11
740;0;18;3
246;0;19;7
633;0;18;3
334;1;19;9
474;0;16;14
722;0;17;4
367;3;18;7
671;6;18;15
702;0;19;11
546;0;5;5
448;0;16;5
726;0;17;14
234;2;19;15
725;0;14;7
184;0;23;19
416;3;16;8
672;0;18;0
702;-1;19;18
93;3;14;8
229;0;18;0
718;1;18;18
696;0;17;17
387;7;21;4
306;0;15;8
155;0;20;18
721;0;25;15
65;7;26;18
70;0;16;18
564;0;12;3
542;0;6;15
595;0;5;8
138;1;23;13
556;0;7;19
706;3;15;1
474;0;16;1
90;0;20;4
284;10;19;14
270;1;22;13
53;3;19;5
536;5;25;3
704;7;25;9
673;6;7;5
458;4;18;13
686;0;8;5
533;0;22;0
339;3;20;5
733;0;18;17
742;0;18;4
336;0;15;12
653;0;5;12
182;0;25;1
450;2;20;6
55;0;7;1
672;3;19;18
322;0;23;4
445;0;13;6
564;0;12;0
429;0;10;16
153;3;20;6
19;1;19;7
309;6;19;6
168;0;20;0
251;0;12;17
191;0;17;2
278;2;14;10
103;0;18;4
279;0;19;13
64;0;5;4
198;0;23;11
735;3;22;19
429;3;10;20
486;0;7;7
674;2;20;14
468;0;18;10
397;2;20;11
450;0;20;0
679;0;13;3
698;3;21;18
233;0;19;0
772;0;5;20
412;3;19;12
699;4;19;18
27;0;17;11
255;0;18;16
339;0;20;8
273;2;22;4
425;1;15;4
293;2;19;17
727;9;16;3
384;3;18;11
671;10;18;1
236;0;22;9
624;0;17;19
170;3;20;19
712;0;5;2
330;7;17;3
681;0;18;15
185;7;15;6
370;2;23;6
617;2;16;11
670;0;16;10
682;0;18;8
233;2;19;2
387;7;21;10
412;5;20;18
595;0;5;13
300;0;10;11
191;0;17;19
406;0;17;3
430;7;18;8
629;0;17;16
705;3;16;10
575;0;5;0
389;0;16;9
381;0;16;13
103;0;19;19
753;6;22;12
399;0;25;12
528;5;22;4
284;0;17;10
279;4;19;2
418;6;16;2
486;1;7;11
209;0;22;18
415;10;19;13
498;6;20;16
534;0;17;0
390;0;19;6
612;0;20;15
482;0;10;4
235;3;19;1
638;0;12;14
415;7;19;10
3;2;18;19
449;1;17;1
149;2;33;12
719;0;19;2
251;0;12;7
390;0;19;11
245;0;7;8
177;3;21;19
110;2;20;1
431;0;17;3
171;7;19;3
77;4;20;11
743;0;17;8
128;7;19;2
465;0;5;2
215;0;15;19
264;0;19;6
718;6;16;11
3;1;18;5
611;2;18;20
268;4;19;20
214;2;30;4
599;3;17;2
361;0;15;3
726;0;17;7
99;0;13;5
746;4;18;7
687;2;18;5
417;6;16;2
599;3;17;10
318;3;18;4
506;0;6;5
738;1;18;7
311;1;16;1
611;7;18;9
294;0;19;18
246;4;19;13
305;0;17;15
724;0;18;10
461;7;19;8
115;0;16;0
440;1;16;1
556;0;7;18
743;0;17;4
576;1;24;17
65;3;25;2
649;0;17;7
198;6;23;20
61;0;5;3
171;1;19;1
688;0;20;7
404;3;5;18
775;3;15;20
603;0;7;4
71;3;25;12
400;0;18;19
390;0;19;4
728;0;15;13
21;0;16;3
69;0;27;18
747;3;18;11
164;1;15;4
569;0;12;12
71;7;25;9
666;0;15;18
702;0;19;8
620;0;5;18
100;0;12;2
693;1;26;13
246;4;19;15
189;3;31;5
310;0;20;14
376;4;19;12
730;0;19;3
661;2;17;20
61;0;5;4
360;4;17;2
754;1;17;14
576;6;29;4
621;0;5;18
279;0;19;0
724;0;18;14
722;0;17;5
612;0;20;13
526;0;16;16
720;0;17;1
182;4;25;5
745;3;21;12
235;0;19;0
25;0;5;3
371;2;24;2
614;6;17;1
360;0;17;5
178;0;5;6
497;0;19;6
445;0;13;20
752;3;18;14
463;0;15;9
191;0;17;11
702;0;19;16
71;0;26;0
731;0;25;8
757;0;6;16
754;2;18;9
678;0;25;15
318;7;18;8
14;0;18;10
576;3;29;11
650;0;10;10
450;3;21;19
767;3;18;12
722;0;17;11
295;0;18;1
656;0;14;9
67;0;17;9
391;8;19;13
229;0;18;2
414;1;20;15
494;1;15;16
178;0;5;14
674;6;20;7
5;0;6;16
531;3;18;18
100;0;12;12
141;0;23;15
631;2;18;5
577;4;17;13
723;2;19;3
508;0;18;9
602;0;18;20
177;3;22;7
7;0;18;14
381;0;16;6
494;2;15;2
482;0;10;3
529;3;20;1
317;7;21;10
249;4;18;5
400;0;18;11
665;0;17;16
214;3;28;12
400;6;18;1
28;3;19;15
686;0;8;8
771;11;18;20
600;0;5;2
370;5;22;9
674;6;20;3
593;2;5;4
736;0;19;4
234;6;19;18
147;2;13;5
614;0;17;12
155;3;20;9
535;0;28;13
631;2;18;12
329;0;18;7
710;0;5;17
494;0;15;1
107;6;21;16
698;9;20;5
31;0;16;7
440;1;16;17
645;3;23;9
712;0;5;13
236;0;22;7
57;0;10;4
384;0;18;19
367;4;18;5
169;7;23;11
146;0;28;4
695;1;20;3
749;0;17;20
446;4;16;9
717;6;16;16
487;8;22;20
151;5;19;20
234;-2;19;3
307;0;22;15
721;0;25;19
57;0;10;7
547;0;5;1
3;3;18;8
463;0;15;1
743;0;17;10
86;6;23;12
468;1;18;7
400;3;18;10
71;12;25;14
154;4;20;6
627;0;14;2
397;0;20;9
661;2;17;19
197;0;18;14
751;0;16;18
180;0;15;11
174;0;20;7
322;4;23;20
670;0;16;12
703;9;20;15
420;1;18;14
482;0;10;8
718;3;16;3
530;0;13;8
119;1;20;6
271;1;19;18
269;2;19;10
70;0;16;12
209;0;23;5
474;0;16;11
206;10;26;20
388;0;22;19
65;2;26;12
154;0;20;0
586;0;5;9
702;3;19;3
570;0;5;5
724;1;18;6
171;0;19;20
530;0;13;10
542;0;5;3
210;3;20;9
506;0;6;18
519;0;5;3
178;0;5;3
503;3;16;14
77;0;20;14
418;2;16;11
546;0;5;9
531;3;18;13
224;0;19;17
71;8;25;15
177;3;22;9
665;3;17;8
238;2;16;5
682;0;18;0
574;0;5;5
393;0;22;0
627;0;14;15
248;1;17;10
263;5;20;7
128;0;19;17
578;0;17;16
465;0;5;14
768;0;5;18
745;9;21;18
697;2;18;15
720;5;17;3
667;3;11;13
731;0;25;1
447;0;16;19
583;0;5;16
666;0;15;7
463;0;15;14
88;0;7;15
747;8;18;17
251;0;12;10
345;0;14;1
224;1;19;2
201;7;23;9
115;2;16;1
736;0;19;16
174;0;20;12
678;0;25;14
130;4;20;3
72;0;19;15
105;4;17;20
506;0;6;0
306;0;15;7
533;3;20;12
328;0;18;10
257;2;19;16
388;0;22;8
704;3;25;18
757;-2;6;7
501;1;16;6
198;4;23;15
325;3;20;3
711;0;5;2
738;3;18;3
577;3;17;5
191;0;17;4
269;0;19;3
133;4;26;17
334;0;20;0
300;0;10;20
196;0;19;9
305;0;17;16
206;0;27;7
598;0;15;14
528;12;24;20
440;2;16;6
229;1;18;3
492;0;14;18
95;1;16;17
755;2;18;14
390;7;19;1
321;0;5;16
387;6;20;2
528;1;22;9
563;0;8;4
416;0;16;10
396;0;5;3
55;0;7;6
569;0;12;6
370;5;22;10
179;0;18;13
382;0;5;20
258;2;21;12
615;1;18;10
717;-2;16;17
620;0;5;15
385;-1;24;11
564;0;12;16
685;0;18;0
703;6;20;16
430;3;19;17
417;0;16;14
491;13;15;7
629;0;17;11
420;0;17;0
450;2;20;12
759;3;18;11
235;2;18;20
633;5;18;2
198;2;23;18
653;0;5;4
180;0;15;18
371;0;22;11
415;0;19;7
172;0;24;10
65;0;26;7
678;3;25;13
321;3;5;14
664;2;10;10
729;0;15;19
72;0;19;19
752;0;18;8
405;4;7;16
71;4;26;3
693;7;26;14
425;2;15;6
618;0;9;2
761;7;20;11
506;0;6;8
628;0;6;20
20;0;19;18
733;2;19;7
536;5;24;9
614;0;17;0
3;0;18;0
425;0;15;18
698;0;19;2
523;0;20;1
57;0;10;11
696;0;17;14
702;0;19;9
765;7;19;15
659;0;12;5
620;0;5;17
632;0;5;4
149;8;33;6
422;0;8;4
196;10;19;15
76;0;20;0
3;4;18;15
638;0;12;6
582;0;13;9
240;3;19;4
627;0;14;1
107;4;18;10
640;1;20;15
458;2;18;12
336;0;15;11
294;1;19;14
198;2;26;4
65;7;26;19
173;0;17;3
527;0;18;2
238;0;16;7
7;0;18;19
163;0;16;7
712;0;5;16
217;0;20;5
155;3;20;6
752;3;18;19
714;5;19;7
311;4;16;8
699;5;19;10
87;0;15;3
444;-1;18;7
255;0;18;4
93;0;14;7
524;4;27;17
468;0;18;1
345;0;14;9
249;2;18;4
351;0;15;8
169;7;24;1
487;5;22;14
702;0;19;10
583;1;5;20
727;3;16;11
257;0;21;11
529;7;20;4
585;0;5;10
756;0;14;9
317;0;22;4
209;4;22;15
256;0;19;9
407;2;21;16
447;4;16;9
722;2;17;2
255;0;18;1
499;0;35;0
284;0;17;4
718;1;17;13
67;0;17;11
680;1;18;1
605;7;18;6
209;0;23;1
371;1;23;4
498;0;20;14
693;15;25;9
686;0;8;2
578;0;17;9
384;1;18;12
642;0;15;8
270;0;21;20
431;2;17;15
278;0;14;11
649;0;17;14
734;2;18;16
640;0;20;0
346;0;19;14
747;0;18;5
10;0;8;12
77;0;20;0
251;0;12;6
469;2;19;10
737;0;18;18
339;2;20;7
524;6;27;18
666;0;15;6
497;4;19;10
385;6;24;20
542;0;6;14
638;0;12;9
397;1;20;2
279;0;18;15
482;0;10;0
278;1;14;7
147;2;13;20
233;3;19;11
420;2;18;5
523;0;20;20
679;0;13;20
394;0;18;6
286;6;17;13
655;3;12;8
229;2;18;19
269;1;19;16
235;3;19;7
146;9;28;11
385;0;28;1
164;0;15;13
90;0;20;12
210;0;20;7
614;4;17;9
706;2;15;10
754;4;18;11
67;0;17;18
678;14;26;7
87;0;15;4
430;4;18;1
168;6;21;5
498;0;20;17
508;0;18;12
680;0;18;19
215;0;15;0
651;0;5;16
383;1;22;7
479;0;15;12
155;3;20;1
334;0;19;19
745;1;21;17
177;0;25;0
102;0;19;15
607;0;5;4
128;-1;19;11
582;0;13;3
172;12;24;18
751;7;16;6
765;2;19;13
705;0;16;11
150;9;26;13
471;0;15;2
501;2;16;16
300;0;10;13
720;0;17;10
87;12;15;9
362;4;20;1
647;2;18;5
395;2;17;15
746;3;18;3
461;4;19;14
709;2;18;9
87;5;15;18
674;4;20;18
417;2;16;5
236;0;22;11
645;2;24;20
688;8;20;13
405;0;7;17
743;0;17;7
633;6;18;7
529;0;20;17
713;0;19;0
234;2;19;10
638;0;12;2
526;2;16;11
649;0;17;6
575;0;5;15
553;0;15;20
602;1;18;7
20;0;19;9
488;0;18;12
273;3;23;2
182;3;25;16
723;2;19;6
715;2;16;18
763;0;18;20
88;0;7;3
233;3;19;13
687;-1;18;19
402;0;20;20
596;0;5;1
725;0;14;2
529;6;20;11
180;0;15;8
738;0;18;20
30;0;15;0
487;2;22;17
650;0;10;12
395;3;17;19
692;0;18;2
592;0;5;18
756;0;14;15
602;0;18;2
589;0;5;13
707;0;5;14
422;0;8;19
149;8;33;7
758;1;20;8
345;3;14;20
344;2;18;16
472;6;18;8
210;2;20;8
739;0;5;16
392;1;15;17
534;0;17;6
207;0;21;0
701;0;18;19
15;0;9;1
27;0;17;3
187;3;21;4
264;0;19;5
624;0;17;16
130;0;20;17
441;0;12;14
257;2;19;17
271;2;19;3
115;5;16;19
382;0;5;2
689;3;19;11
595;0;5;9
370;0;22;13
441;0;12;2
633;3;18;8
759;5;18;17
542;7;6;12
270;-1;23;10
679;0;13;16
271;0;19;13
286;2;17;12
339;3;20;12
581;0;8;2
499;0;35;6
420;0;18;16
110;0;20;11
450;5;20;11
5;0;6;4
508;-1;16;16
68;2;18;2
394;3;18;20
640;3;20;3
308;0;16;10
28;2;20;1
61;0;5;19
739;0;5;11
658;6;18;4
214;10;29;9
96;-2;20;20
444;2;18;15
371;4;22;15
699;0;20;4
197;-2;18;17
279;3;19;11
346;3;19;10
680;0;18;10
416;0;16;16
412;7;19;4
191;0;17;20
770;3;5;17
197;8;18;7
505;2;17;6
3;0;18;2
224;1;19;9
578;0;17;8
429;0;9;0
622;2;18;19
764;0;17;17
644;3;16;11
268;3;21;11
546;0;5;0
210;2;20;4
686;0;8;14
607;0;5;18
395;6;17;13
479;0;15;15
95;8;16;20
88;0;7;12
425;0;15;5
629;0;17;19
711;0;5;3
260;0;15;6
633;3;18;13
768;0;5;14
649;0;17;2
686;0;8;3
616;3;19;11
185;0;15;2
461;2;19;1
378;0;19;9
618;0;9;18
111;9;15;3
69;0;27;5
378;0;19;17
388;0;21;0
739;0;5;0
249;0;18;1
329;0;18;14
570;0;5;14
417;0;16;17
307;2;21;2
599;4;17;16
384;0;18;20
361;0;15;14
679;0;13;19
378;0;19;18
391;13;21;20
172;8;24;11
133;7;26;19
176;1;18;3
739;0;5;19
119;8;21;15
111;5;15;16
166;4;22;20
721;0;25;12
207;2;22;4
698;0;21;14
591;0;5;11
450;5;21;15
409;0;13;0
360;0;17;1
742;0;18;5
644;0;16;14
70;0;16;9
263;2;19;16
317;0;22;0
309;6;19;8
400;0;18;18
645;3;24;19
693;6;25;10
374;0;17;11
309;-1;19;9
144;2;18;4
720;3;17;15
742;5;18;16
748;0;18;15
389;0;16;1
594;0;8;2
592;2;5;5
96;0;20;19
529;0;20;14
598;0;15;1
21;0;16;14
392;7;15;18
691;3;18;5
535;0;28;12
679;0;13;15
615;4;18;6
672;4;19;14
245;0;7;12
81;0;15;4
563;0;8;7
599;3;17;1
248;3;17;1
506;0;6;2
501;0;16;7
642;0;15;1
317;8;21;17
59;0;26;4
110;0;20;13
206;0;26;15
574;0;5;12
534;0;17;17
556;0;7;16
674;2;20;20
341;2;17;11
236;0;22;16
707;0;5;12
503;0;16;1
415;7;19;17
146;0;28;8
598;0;15;17
728;2;15;20
704;7;24;4
721;0;25;20
707;0;5;20
546;0;5;12
420;6;18;4
214;5;28;16
306;0;15;0
370;0;22;12
102;0;19;1
553;0;15;11
633;3;18;11
90;6;20;16
465;0;5;10
27;0;17;13
223;-2;15;3
192;0;5;7
671;-1;18;12
453;0;14;0
354;0;16;18
278;0;14;8
653;0;5;3
211;1;25;4
665;0;17;0
388;3;21;3
115;0;16;3
206;0;27;8
385;0;28;0
737;0;18;17
726;6;17;4
340;3;19;3
406;0;19;16
630;4;17;4
534;2;17;8
28;2;19;5
176;0;18;4
417;3;16;16
417;-2;16;18
181;8;18;8
625;2;18;20
415;3;19;11
53;1;19;7
713;5;19;3
154;0;20;7
482;0;10;16
371;3;23;6
153;5;20;7
731;0;25;9
431;2;17;11
651;0;5;14
636;0;16;6
425;10;15;8
311;2;16;2
309;0;19;4
486;0;7;15
665;0;17;11
311;6;16;14
406;3;19;18
522;7;19;17
458;2;18;15
612;0;20;1
735;3;22;16
742;0;18;3
414;6;19;2
185;1;15;17
736;0;19;0
422;0;8;20
317;-2;21;9
601;0;17;7
621;0;5;4
610;2;17;11
638;0;12;10
262;1;14;16
14;4;18;15
730;1;19;8
765;2;20;18
758;0;20;11
505;3;18;14
318;3;18;10
757;0;6;9
682;0;18;11
95;3;16;6
268;2;21;12
114;0;5;1
217;6;20;8
229;0;18;5
444;0;18;10
270;2;23;12
488;0;18;6
674;3;20;17
58;7;22;6
594;0;8;14
762;8;18;10
446;7;16;11
549;0;20;9
163;0;16;3
756;0;14;10
26;0;5;7
366;5;22;4
455;4;12;5
644;0;16;10
563;0;8;19
163;0;16;13
310;0;20;15
146;4;29;17
133;3;25;5
448;0;16;10
18;0;20;18
177;4;21;18
465;0;5;12
636;13;17;15
624;0;17;13
245;0;7;14
594;0;8;8
644;0;16;0
93;3;14;4
564;0;12;6
201;2;23;7
499;0;35;20
95;3;16;18
632;0;5;0
767;3;18;14
227;6;20;18
90;4;20;18
644;0;16;3
575;0;5;2
589;0;5;19
440;7;16;5
578;0;17;14
698;7;21;10
705;2;16;4
84;0;5;10
390;0;19;8
749;-1;18;6
309;0;19;0
107;17;20;14
263;7;20;6
726;0;17;9
20;0;19;3
722;0;17;15
206;0;27;10
69;0;27;19
30;0;15;1
374;0;17;12
636;0;16;10
489;0;19;6
503;3;16;20
336;0;15;9
248;5;17;7
769;0;5;19
677;2;19;14
611;1;18;3
243;0;16;2
699;0;19;7
703;3;20;12
351;0;15;19
616;2;19;20
560;0;20;2
636;0;16;4
27;0;17;4
720;0;17;17
102;0;19;11
105;9;17;17
722;2;17;18
499;0;35;15
238;2;16;15
84;0;5;19
409;0;13;4
701;1;18;6
680;0;18;12
346;1;19;6
445;0;13;17
193;0;26;0
93;2;14;6
714;0;22;20
507;0;16;4
10;-2;8;3
692;-3;18;18
68;0;17;14
630;2;17;18
669;0;16;20
662;0;25;8
742;3;18;12
446;1;16;12
381;0;16;0
488;0;18;17
162;0;5;2
722;6;17;19
534;4;17;11
412;7;20;17
166;0;22;0
765;2;19;11
620;0;5;7
658;2;18;2
223;0;15;5
734;0;18;1
217;4;21;20
68;7;17;17
685;2;18;4
243;2;16;20
105;2;16;9
555;0;19;16
59;4;25;2
607;0;5;15
215;4;15;7
575;0;5;6
711;0;5;15
729;0;15;20
56;6;25;16
708;0;5;12
196;0;19;4
157;2;28;15
461;3;19;11
217;6;20;17
157;0;25;1
328;0;18;18
549;0;20;11
263;2;20;3
197;7;18;11
585;0;5;18
598;3;15;5
725;0;14;13
240;2;19;5
497;0;19;0
307;3;22;5
583;1;5;1
196;0;19;8
465;0;5;11
578;0;17;19
665;0;17;7
249;0;18;16
441;0;12;11
741;2;26;8
245;0;7;0
310;0;20;7
441;0;12;1
257;0;21;4
713;3;19;6
386;2;20;5
138;7;23;19
734;2;18;10
649;0;17;20
179;0;18;16
596;0;5;15
145;5;24;4
701;3;18;16
632;0;5;1
762;0;18;12
630;6;17;16
207;10;21;17
681;2;18;12
193;0;25;17
388;3;22;5
376;0;19;16
718;1;16;7
385;0;24;15
696;0;17;15
685;0;18;10
608;0;17;9
130;0;20;11
585;0;5;3
717;4;16;4
555;0;19;4
445;2;13;3
587;1;8;2
497;-3;18;14
719;0;19;4
617;1;16;17
168;4;21;8
185;0;15;19
461;-1;19;13
270;7;24;2
383;8;20;1
87;0;15;5
693;4;21;2
570;0;5;11
171;4;19;6
629;6;17;1
620;0;5;13
661;3;17;1
605;3;18;2
184;0;24;2
636;0;16;12
374;0;17;9
687;3;19;12
698;6;21;15
272;0;20;8
760;0;18;6
264;2;19;17
676;0;23;15
603;0;7;1
255;0;18;6
647;3;18;18
587;8;8;14
255;0;18;8
697;3;16;2
346;0;19;13
383;2;22;8
743;0;17;5
669;0;16;3
608;0;17;8
417;0;16;15
595;1;5;1
422;0;8;15
393;0;19;16
555;4;19;5
262;2;14;18
630;0;15;0
728;0;15;16
680;-1;18;3
580;1;5;3
714;3;22;19
133;3;26;12
307;12;22;17
209;0;22;19
692;9;18;15
56;7;26;5
309;2;18;18
703;4;20;10
722;0;17;0
141;6;22;1
428;0;5;0
455;0;12;12
683;0;14;1
690;0;17;5
193;0;25;6
420;7;18;20
736;0;19;20
582;0;13;8
491;8;16;9
110;2;20;6
385;0;24;13
422;0;8;16
704;4;25;7
387;0;20;0
675;0;20;16
667;4;9;10
608;0;17;18
415;11;19;19
147;0;13;7
519;0;5;17
370;2;22;7
22;0;5;9
133;0;26;15
523;0;20;18
201;6;23;20
733;3;19;4
166;0;22;8
279;0;19;5
596;0;5;20
618;0;9;4
458;4;18;2
618;0;9;6
172;2;26;3
693;6;28;18
177;2;25;2
166;6;22;18
235;1;18;19
86;3;24;20
738;2;18;6
713;0;19;8
632;0;5;17
497;0;19;7
471;0;15;0
554;0;7;2
412;3;19;5
181;12;19;12
75;5;24;10
701;3;18;5
673;0;8;10
610;0;16;3
176;3;18;1
765;1;20;8
685;0;18;6
465;0;5;6
680;7;18;4
651;0;5;18
564;0;12;20
698;0;21;12
169;1;23;10
624;0;17;6
263;1;20;1
227;1;20;9
86;6;23;5
669;0;16;4
519;0;5;10
696;1;17;4
402;2;20;1
731;4;25;7
329;0;18;15
765;8;19;12
189;13;33;18
179;0;18;0
615;3;18;12
21;0;16;7
692;3;18;20
416;0;16;6
633;3;18;17
68;0;17;18
692;2;18;19
172;2;25;20
236;0;22;6
450;2;21;20
450;8;20;5
533;0;20;20
445;2;13;4
358;0;18;20
549;0;20;17
321;0;5;17
238;2;16;20
730;0;19;1
295;0;18;3
598;4;15;19
341;2;17;12
12;0;5;17
691;0;18;18
105;6;16;4
505;10;18;12
263;0;20;4
416;0;16;17
149;2;33;8
100;0;12;11
295;0;18;6
191;1;17;1
144;0;18;0
694;0;18;15
404;0;5;16
631;0;18;14
695;0;19;13
328;0;18;7
531;4;18;3
445;7;13;11
627;3;14;13
575;0;5;19
585;0;5;4
678;4;25;6
742;0;18;20
661;-3;17;6
506;0;6;14
482;0;10;6
526;0;16;0
251;0;12;3
530;2;13;18
173;0;17;2
383;2;22;17
215;0;15;16
412;4;19;8
273;2;20;12
110;0;20;16
263;4;20;2
748;7;18;17
393;4;22;2
273;2;20;14
170;0;20;13
696;0;17;11
761;4;20;8
591;0;5;5
533;3;20;17
307;4;22;8
754;0;17;19
390;1;19;13
761;2;20;12
21;3;16;1
407;4;20;2
463;0;15;18
685;0;18;8
163;0;16;1
185;0;15;18
395;5;16;6
245;0;7;15
172;1;25;6
88;0;7;13
262;4;14;2
273;2;23;1
610;1;17;19
499;0;35;7
499;0;35;19
444;0;18;20
310;0;20;8
179;0;18;17
88;0;7;19
576;2;30;7
638;0;12;13
198;7;23;12
425;0;15;0
107;9;18;5
720;0;17;20
217;1;20;10
365;0;20;10
549;1;21;7
306;0;15;11
601;0;17;2
699;2;19;8
87;1;15;7
295;0;18;4
673;0;7;2
10;-1;8;5
59;0;23;20
734;0;18;7
707;0;5;7
256;0;19;20
147;0;13;10
492;0;14;16
278;0;14;13
591;0;5;8
145;4;24;16
747;3;18;13
718;6;16;4
390;6;19;2
730;0;19;18
681;0;18;9
310;0;20;19
455;1;12;17
317;4;21;12
162;0;5;20
694;0;18;10
661;3;17;8
100;0;12;8
747;9;18;8
197;9;18;4
177;2;23;5
616;1;19;18
693;12;21;1
428;0;5;15
381;0;16;3
669;0;16;11
574;0;5;7
371;3;22;20
130;0;20;13
605;2;18;5
146;4;29;20
622;7;18;6
425;0;15;15
746;2;18;4
309;1;19;10
427;0;19;7
258;2;21;4
589;0;5;16
754;7;18;7
697;9;16;10
752;1;18;18
376;0;20;8
378;0;19;20
404;0;5;6
599;8;17;17
463;0;15;3
309;0;19;7
751;3;16;14
99;0;13;8
750;2;19;8
771;2;18;17
616;5;19;4
736;0;19;13
693;0;20;0
144;2;18;11
396;0;5;0
701;2;18;14
189;2;30;2
531;2;18;9
705;2;16;7
65;0;25;0
72;1;19;13
223;2;15;13
10;0;8;7
275;0;5;9
227;-3;20;3
409;0;13;15
728;0;15;12
107;2;17;1
498;-3;21;4
535;0;28;11
696;0;17;8
27;0;17;2
742;2;18;11
394;0;18;2
59;0;23;19
672;3;19;16
151;2;19;8
417;0;16;11
196;7;18;12
178;0;5;11
87;9;15;19
191;0;17;17
558;8;25;11
617;0;16;0
392;0;15;16
479;0;15;1
180;0;15;19
713;3;19;2
607;0;5;16
596;0;5;10
181;2;18;5
675;0;20;12
215;0;15;20
262;0;14;1
154;0;20;1
400;3;18;12
309;2;18;16
651;0;5;17
84;0;5;12
766;0;19;16
501;-2;16;20
119;4;21;16
90;0;20;7
614;1;17;3
249;0;18;14
645;5;23;11
469;1;19;6
479;0;15;6
494;7;15;3
12;0;5;3
189;2;32;14
566;0;18;20
694;0;18;17
491;2;17;20
723;0;18;20
157;4;28;17
766;2;19;14
527;0;18;6
214;6;28;20
260;0;15;16
360;0;17;14
415;3;18;3
572;0;5;8
618;0;9;9
750;2;20;5
711;0;5;10
172;0;26;0
586;0;5;13
617;0;16;7
581;0;8;7
272;0;21;6
318;6;18;18
664;4;10;14
582;0;13;10
728;2;15;6
170;1;20;9
707;0;5;15
589;0;5;4
259;0;16;20
572;0;5;6
65;7;25;1
727;3;17;13
149;0;33;13
258;1;21;3
673;0;7;3
681;1;18;3
345;0;14;12
144;4;18;8
307;3;22;11
422;0;8;0
709;0;18;18
486;0;7;10
707;0;5;16
358;0;18;18
632;0;5;18
367;0;18;0
365;0;20;9
361;0;15;0
246;0;19;20
427;2;19;6
360;0;17;9
596;0;5;2
418;4;16;13
414;9;20;11
95;4;16;15
647;9;18;14
459;0;14;17
420;7;17;1
214;3;31;3
631;6;18;16
667;9;13;18
592;0;5;17
696;0;17;16
679;0;13;4
576;3;29;1
572;0;5;4
207;10;20;16
397;10;20;4
272;1;20;7
761;-2;19;14
670;0;16;16
536;0;24;7
611;2;18;8
310;0;20;16
181;4;19;16
672;4;19;17
440;7;16;18
20;0;19;2
258;2;21;8
394;0;18;11
240;1;19;9
210;3;19;13
155;3;20;17
181;0;18;3
558;8;24;18
503;4;16;10
245;0;7;16
191;0;17;3
256;0;19;10
591;0;5;18
725;0;14;10
706;0;15;7
371;1;22;8
351;6;15;11
10;0;7;0
705;0;16;12
279;0;18;16
376;0;19;15
110;0;20;18
719;0;19;3
533;2;20;16
492;3;14;2
182;0;25;9
669;0;16;8
675;5;20;8
3;3;18;11
376;10;19;20
141;0;23;18
284;4;19;15
365;5;20;15
747;0;18;6
394;0;18;12
181;3;19;19
356;-2;19;18
18;0;20;9
5;0;6;10
491;4;17;17
192;0;5;15
534;0;17;3
570;0;5;17
542;0;6;18
